source_paper_id,author_id,author_name,institutions,paper_subfield,paper_field,paper_topic,referenced_paper_id,referenced_paper_name,relationship
https://openalex.org/W2597608082,https://openalex.org/A5112326237,Terry C. Daniel,University of Arizona,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2085865532,Contributions of cultural services to the ecosystem services agenda,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5015101301,Tobías Plieninger,Berlin-Brandenburg Academy of Sciences and Humanities; Humboldt-Universität zu Berlin,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2086444253,"Assessing, mapping, and quantifying cultural ecosystem services at community level",outgoing
https://openalex.org/W2597608082,https://openalex.org/A5064887876,Kai M. A. Chan,University of British Columbia,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2114971411,Where are Cultural and Social in Ecosystem Services? A Framework for Constructive Engagement,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5032256942,Andra‐Ioana Horcea‐Milcu,Leuphana University of Lüneburg,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W1967665524,Cultural Ecosystem Services: A Literature Review and Prospects for Future Research,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2099504029,Key issues and research priorities for public participation GIS (PPGIS): A synthesis based on empirical research,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5111973547,P. Bicheron,,Biomaterials,Materials Science,biodegradable polymer synthesis and properties,https://openalex.org/W1421751110,GlobCover - Products Description and Validation Report,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5075628571,Mónica Hernández‐Morcillo,Berlin-Brandenburg Academy of Sciences and Humanities,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2030080871,An empirical review of cultural ecosystem service indicators,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2107583208,Empirical PPGIS/PGIS mapping of ecosystem services: A review and evaluation,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5075872316,Katrine Grace Turner,Aarhus University,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W1986652995,Bundling ecosystem services in Denmark: Trade-offs and synergies in a cultural landscape,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5028899001,Katie K. Arkema,Stanford University; University of Washington,"Management, Monitoring, Policy and Law",Environmental Science,Coastal and Marine Management,https://openalex.org/W1904319697,Embedding ecosystem services in coastal planning leads to better outcomes for people and nature,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5027096747,A. J. Davy,,"Management, Monitoring, Policy and Law",Environmental Science,Coastal and Marine Management,https://openalex.org/W2993603156,"Coastal Environments: An Introduction to the Physical, Ecological and Cultural Systems of Coastlines.",outgoing
https://openalex.org/W2597608082,https://openalex.org/A5051442897,Greg Brown,The University of Queensland; University of South Australia,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2116143545,Methods for identifying land use conflict potential using participatory mapping,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5064099321,Sarah C. Klain,University of British Columbia,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W1964018439,Navigating coastal values: Participatory mapping of ecosystem services for spatial planning,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5048827514,Harald Schaich,,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2170113406,Linking Ecosystem Services with Cultural Landscape Research,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,Sociology and Political Science,Social Sciences,Place Attachment and Urban Studies,https://openalex.org/W2132572134,Mapping and measuring place attachment,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5079985070,Rachelle K. Gould,Stanford University,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W1526354211,A protocol for eliciting nonmaterial values through a cultural ecosystem services frame,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2164811385,An analysis of the relationships between multiple values and physical landscapes at a regional scale using public participation GIS and landscape character classification,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5051442897,Greg Brown,Central Washington University,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W24811941,Public Participation GIS: A New Method for Use in National Forest Planning,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2142019291,The relationship between social values for ecosystem services and global land cover: An empirical analysis,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5010456939,Lisa Norton,UK Centre for Ecology & Hydrology,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2156304293,Trialling a method to quantify the ‘cultural services’ of the English landscape using Countryside Survey data,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5101703241,Carol L. Martin,Hunter Water,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2516593393,A systematic quantitative review of coastal and marine cultural ecosystem services: Current status and future research,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5111370678,R. Kerry Turner,University of East Anglia,"Management, Monitoring, Policy and Law",Environmental Science,Coastal and Marine Management,https://openalex.org/W1839706944,Coastal Zones Ecosystem Services,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5002261432,Rik De Vreese,Vrije Universiteit Brussel,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2287633608,"Social mapping of perceived ecosystem services supply – The role of social landscape metrics and social hotspots for integrated ecosystem services assessment, landscape planning and management",outgoing
https://openalex.org/W2597608082,https://openalex.org/A5008207808,Vera Helene Hausner,UiT The Arctic University of Norway,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W1209234837,Effects of land tenure and protected areas on ecosystem services and land use preferences in Norway,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5041122200,Jorge Brenner,Texas A&M University – Corpus Christi,Economics and Econometrics,"Economics, Econometrics and Finance",Economic and Environmental Valuation,https://openalex.org/W2014793194,"An assessment of the non-market value of the ecosystem services provided by the Catalan coastal zone, Spain",outgoing
https://openalex.org/W2597608082,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W2027658358,Measuring Change in Place Values for Environmental and Natural Resource Planning Using Public Participation GIS (PPGIS): Results and Challenges for Longitudinal Research,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,Sociology and Political Science,Social Sciences,Diverse Aspects of Tourism Research,https://openalex.org/W2169885915,Using public participation GIS (PPGIS) on the Geoweb to monitor tourism development preferences,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2030515362,Values Compatibility Analysis: Using Public Participation Geographic Information Systems (PPGIS) for Decision Support in National Forest Management,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5087391347,Damon R. Lowery,Auburn University,Sociology and Political Science,Social Sciences,Place Attachment and Urban Studies,https://openalex.org/W2008809434,"A Qualitative Method for Collecting Spatial Data on Important Places for Recreation, Livelihoods, and Ecological Meanings: Integrating Focus Groups with Public Participation Geographic Information Systems",outgoing
https://openalex.org/W2597608082,https://openalex.org/A5090934546,Azadeh Karimi,The University of Queensland; Ferdowsi University of Mashhad,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W576099695,Methods and participatory approaches for identifying social-ecological hotspots,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W973231481,Physical landscape associations with mapped ecosystem values with implications for spatial value transfer: An empirical study from Norway,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5001948102,Amirulikhsan Zolkafli,Environmental Earth Sciences; The University of Queensland; Northern University of Malaysia,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2605555237,Bridging the knowledge divide between public and experts using PGIS for land use planning in Malaysia,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5067398220,Justine Saunders,Fugro (Norway),"Management, Monitoring, Policy and Law",Environmental Science,Coastal and Marine Management,https://openalex.org/W953991589,A Review of Marine and Coastal Ecosystem Services Data and Tools to Incorporate This into Decision-Making,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5067019042,Robin Rieprich,Hamburg Institute for Social Research; Universität Hamburg,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W1698801690,The Value of Landscapes in Northern Namibia: A System of Intertwined Material and Nonmaterial Services,outgoing
https://openalex.org/W2597608082,https://openalex.org/A5010263632,Edward B. Barbier,University of Wyoming,Ecology,Environmental Science,Coastal wetland ecosystem dynamics,https://openalex.org/W2889118368,"Value of Wetlands in Protecting Southeast Louisiana from Hurricane Storm Surges, The",outgoing
https://openalex.org/W2597608082,https://openalex.org/A5067502050,David A. Sonnenfeld,Purchase College; SUNY College of Environmental Science and Forestry,,,,https://openalex.org/W2177832899,Introduction from the New Editors-in-Chief (2015–2017),outgoing
https://openalex.org/W1970044051,https://openalex.org/A5102825603,Christopher Alexander,,Architecture,Engineering,Architecture and Computational Design,https://openalex.org/W1968983388,"A Pattern Language: Towns, Buildings, Construction",outgoing
https://openalex.org/W1970044051,https://openalex.org/A5101615748,Dominic W. Massaro,,Mechanical Engineering,Engineering,Design Education and Practice,https://openalex.org/W2004603793,The Psychology of Everyday Things,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5108370903,Daniel S. Weld,University of Washington,Experimental and Cognitive Psychology,Psychology,"Language, Metaphor, and Cognition",https://openalex.org/W2395822350,The psychology of everyday things,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5001232416,John McCarthy,,Sociology and Political Science,Social Sciences,Digital Games and Media,https://openalex.org/W2017398389,Technology as Experience,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5078288310,Jodi Forlizzi,Carnegie Mellon University,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W2166593067,Understanding experience in interactive systems,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5027442914,Ilpo Koskinen,"University of California, Santa Barbara",Mechanical Engineering,Engineering,Design Education and Practice,https://openalex.org/W2082817479,"Design Research Through Practice: From the Lab, Field, and Showroom",outgoing
https://openalex.org/W1970044051,https://openalex.org/A5043211253,Erik Stolterman,,Mechanical Engineering,Engineering,Design Education and Practice,https://openalex.org/W67011371,The Nature of Design Practice and Implications for Interaction Design Research,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5048106610,Klaus Krippendorff,,Computer Graphics and Computer-Aided Design,Computer Science,Digital Media and Visual Art,https://openalex.org/W2332514505,"On the Essential Contexts of Artifacts or on the Proposition That ""Design Is Making Sense (Of Things)""",outgoing
https://openalex.org/W1970044051,https://openalex.org/A5083432344,George Fitzmaurice,University of Toronto,Human-Computer Interaction,Computer Science,Usability and User Interface Design,https://openalex.org/W2023331673,Situated information spaces and spatially aware palmtop computers,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5035118178,Kristina Höök,KTH Royal Institute of Technology,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W2050483420,Strong concepts,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5027999882,William Gaver,Royal College of Art,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W2118028783,The drift table,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5004221921,Jenifer Tidwell,,Human-Computer Interaction,Computer Science,Digital Communication and Language,https://openalex.org/W2612435456,Designing Interfaces,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5048106610,Klaus Krippendorff,,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W4242982667,The Semantic Turn,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5037460388,Yvonne Rogers,University of Sussex,Human-Computer Interaction,Computer Science,Usability and User Interface Design,https://openalex.org/W1978693696,New theoretical approaches for human‐computer interaction,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5030281401,Marianne Graves Petersen,Aarhus University,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W2149315699,Aesthetic interaction,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5080963753,Alan Kay,Palo Alto Research Center,Demography,Social Sciences,Technology Use by Older Adults,https://openalex.org/W2012262424,A Personal Computer for Children of All Ages,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5054822489,Klaus B. Bærentsen,Aarhus University,Human-Computer Interaction,Computer Science,Usability and User Interface Design,https://openalex.org/W2086851616,An activity theory approach to affordance,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5064066518,Ka-Ping Yee,"University of California, Berkeley",Human-Computer Interaction,Computer Science,Interactive and Immersive Displays,https://openalex.org/W2091017619,Peephole displays,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5013340361,Victor Kaptelinin,University of Bergen,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W2030343501,Affordances in HCI,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5010242790,Jeffrey S. Bowers,Universidad de Londres,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W2008638238,The logic of annotated portfolios,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5043211253,Erik Stolterman,Indiana University,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W2029317430,Concept-Driven Interaction Design Research,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5033204660,Paul J. Locher,Montclair State University,Cognitive Neuroscience,Neuroscience,Aesthetic Perception and Analysis,https://openalex.org/W2153102215,Aesthetic Interaction: A Framework,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5014209787,Peter Dalsgaard,Aarhus University,Mechanical Engineering,Engineering,Design Education and Practice,https://openalex.org/W857480100,Pragmatism and Design Thinking,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5068413510,John Zimmerman,Carnegie Mellon University,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W2127639440,Designing for the self,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5022660826,Jane B. Singer,,Communication,Social Sciences,Media Studies and Communication,https://openalex.org/W2904289880,Out of bounds,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5061766244,Christian Dindler,Aarhus University,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W2078373011,Peephole experiences,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5013340361,Victor Kaptelinin,Umeå University,Developmental and Educational Psychology,Psychology,Innovative Teaching and Learning Methods,https://openalex.org/W2123004071,Activity theory,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5027914358,Youn-kyung Lim,Indiana University Bloomington,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W2015949973,Interaction gestalt and the design of aesthetic interactions,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5037460388,Yvonne Rogers,University of Sussex,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W99632492,NEW THEORETICAL APPROACHES FOR HCI,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5027442914,Ilpo Koskinen,,Visual Arts and Performing Arts,Arts and Humanities,"Art, Technology, and Culture",https://openalex.org/W81905226,Showroom,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5075742965,Sumit Mehra,University of Amsterdam,Cognitive Neuroscience,Neuroscience,Tactile and Sensory Interactions,https://openalex.org/W2002217175,Navigating on handheld displays,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5053946607,Bonifaz Kaufmann,University of Klagenfurt,Human-Computer Interaction,Computer Science,Interactive and Immersive Displays,https://openalex.org/W2169204307,Studying spatial memory and map navigation performance on projector phones with peephole interaction,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5066911078,Larry A. Hickman,,Philosophy,Arts and Humanities,Pragmatism in Philosophy and Education,https://openalex.org/W2618467530,"The Essential Dewey: Ethics, Logic, Psychology",outgoing
https://openalex.org/W1970044051,https://openalex.org/A5014209787,Peter Dalsgaard,Aarhus University,Human-Computer Interaction,Computer Science,Interactive and Immersive Displays,https://openalex.org/W1965401644,Tangible 3D tabletops,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5109250682,Kees Overbeeke,Design Academy Eindhoven,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W1968485372,"From perception to experience, from affordances to irresistibles",outgoing
https://openalex.org/W1970044051,https://openalex.org/A5101414220,Xiang Cao,University of Toronto,Human-Computer Interaction,Computer Science,Interactive and Immersive Displays,https://openalex.org/W2163179691,Peephole pointing,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5014209787,Peter Dalsgaard,Aarhus University,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W2053104144,Designing for inquisitive use,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5048247177,Michael Rohs,Technische Universität Berlin,Human-Computer Interaction,Computer Science,Interactive and Immersive Displays,https://openalex.org/W2100177785,Impact of item density on magic lens interactions,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5014209787,Peter Dalsgaard,Aarhus University,Experimental and Cognitive Psychology,Psychology,Creativity in Education and Neuroscience,https://openalex.org/W1498334875,Experiential Design: Findings from Designing Engaging Interactive Environments,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5061766244,Christian Dindler,Aarhus University,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W2127133545,Peepholes as Means of Engagement in Interaction Design,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5039788319,Eva Deckers,Eindhoven University of Technology,Human-Computer Interaction,Computer Science,Innovative Human-Technology Interaction,https://openalex.org/W2138291096,Designing for perceptive qualities,outgoing
https://openalex.org/W1970044051,https://openalex.org/A5052703880,Ejl Eva Deckers,,Food Science,Agricultural and Biological Sciences,Advanced Scientific Research Methods,https://openalex.org/W2591692806,Perceptive qualities in systems of interactive products,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5018956008,Greg Guest,Family Health International 360,Experimental and Cognitive Psychology,Psychology,"Categorization, perception, and language",https://openalex.org/W2129660502,How Many Interviews Are Enough?,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5034151025,Terry Hartig,Uppsala University,"Health, Toxicology and Mutagenesis",Environmental Science,Urban Green Space and Health,https://openalex.org/W2142842186,Nature and Health,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5006428406,Μαριάννα Σιγάλα,University of South Australia,Sociology and Political Science,Social Sciences,Diverse Aspects of Tourism Research,https://openalex.org/W3035597798,Tourism and COVID-19: Impacts and implications for advancing and resetting industry and research,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5051442897,Greg Brown,The University of Queensland,"Geography, Planning and Development",Social Sciences,Geographic Information Systems Studies,https://openalex.org/W2099504029,Key issues and research priorities for public participation GIS (PPGIS): A synthesis based on empirical research,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5072986887,Zander S. Venter,Norwegian Institute for Nature Research,"Health, Toxicology and Mutagenesis",Environmental Science,Urban Green Space and Health,https://openalex.org/W3082422933,"Urban nature in a time of crisis: recreational use of green space increases during the COVID-19 outbreak in Oslo, Norway",outgoing
https://openalex.org/W4213209390,https://openalex.org/A5043216394,Jordi Honey‐Rosés,University of British Columbia; Vancouver Community College,Sociology and Political Science,Social Sciences,Place Attachment and Urban Studies,https://openalex.org/W3046368070,"The impact of COVID-19 on public space: an early review of the emerging questions – design, perceptions and inequities",outgoing
https://openalex.org/W4213209390,https://openalex.org/A5079077121,Sarai Pouso,Marine Technology Unit,"Health, Toxicology and Mutagenesis",Environmental Science,Urban Green Space and Health,https://openalex.org/W3109603669,Contact with blue-green spaces during the COVID-19 pandemic lockdown beneficial for mental health,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5011074768,Anthony J. Onwuegbuzie,Sam Houston State University,Education,Social Sciences,Qualitative Research Methods and Applications,https://openalex.org/W5922892,Qualitative Analysis Techniques for the Review of the Literature,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5113959588,Jakob Derks,European Forest Institute,"Health, Toxicology and Mutagenesis",Environmental Science,Urban Green Space and Health,https://openalex.org/W3041069883,COVID-19-induced visitor boom reveals the importance of forests as critical infrastructure,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5066483978,Nelson Grima,University of Vermont,"Health, Toxicology and Mutagenesis",Environmental Science,Urban Green Space and Health,https://openalex.org/W3110919514,The importance of urban natural areas and urban ecosystem services during the COVID-19 pandemic,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5059188751,Lindsay P. Galway,Lakehead University,General Health Professions,Health Professions,Indigenous Studies and Ecology,https://openalex.org/W2963803110,Mapping the Solastalgia Literature: A Scoping Review Study,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5102017504,S. Brent Jackson,North Carolina State University,"Health, Toxicology and Mutagenesis",Environmental Science,Urban Green Space and Health,https://openalex.org/W3135543681,Outdoor Activity Participation Improves Adolescents’ Mental Health and Well-Being during the COVID-19 Pandemic,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5029944770,James McGinlay,Conservation Leadership Programme; University of Cambridge,Global and Planetary Change,Environmental Science,Land Use and Ecosystem Services,https://openalex.org/W3098327990,The Impact of COVID-19 on the Management of European Protected Areas and Policy Implications,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5084820484,Thomas Beery,University of Minnesota,"Health, Toxicology and Mutagenesis",Environmental Science,Urban Green Space and Health,https://openalex.org/W2081254369,Nordic in nature: friluftsliv and environmental connectedness,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5075561190,Yuta Uchiyama,Nagoya University,"Health, Toxicology and Mutagenesis",Environmental Science,Urban Green Space and Health,https://openalex.org/W3108877435,Access and Use of Green Areas during the COVID-19 Pandemic: Green Infrastructure Management in the “New Normal”,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5050987931,Klas Sandell,Karlstad University,"Management, Monitoring, Policy and Law",Environmental Science,Environmental Conservation and Management,https://openalex.org/W2033831919,The Right of Public Access – Opportunity or Obstacle for Nature Tourism in Sweden?,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5046707662,Lincoln R. Larson,North Carolina State University,Sociology and Political Science,Social Sciences,Place Attachment and Urban Studies,https://openalex.org/W2795144122,Place-Based Pathways to Proenvironmental Behavior: Empirical Evidence for a Conservation–Recreation Model,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5084820484,Thomas Beery,Kristianstad University,Social Psychology,Psychology,"Recreation, Leisure, Wilderness Management",https://openalex.org/W3213507108,"Covid-19 and outdoor recreation management: Increased participation, connection to nature, and a look to climate adaptation",outgoing
https://openalex.org/W4213209390,https://openalex.org/A5101981317,Marco van Leeuwen,Breda University of Applied Sciences,Social Psychology,Psychology,"Recreation, Leisure, Wilderness Management",https://openalex.org/W3090605895,Leisure will not be locked down – insights on leisure and COVID-19 from the Netherlands,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5060683918,Brendan Kane,Old Dominion University,Sociology and Political Science,Social Sciences,Diverse Aspects of Tourism Research,https://openalex.org/W3132079550,Is it safer at the beach? Spatial and temporal analyses of beachgoer behaviors during the COVID-19 pandemic,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5088736552,Sanjo Rose,University of Cape Town,Ecological Modeling,Environmental Science,Species Distribution and Climate Change,https://openalex.org/W3040680568,COVID-19 and citizen science: lessons learned from southern Africa,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5044897276,Hogne Øian,,Sociology and Political Science,Social Sciences,Diverse Aspects of Tourism Research,https://openalex.org/W2806353136,"Tourism, Nature and Sustainability",outgoing
https://openalex.org/W4213209390,https://openalex.org/A5062032250,Susanna Hedenborg,Malmö University,Social Psychology,Psychology,"Recreation, Leisure, Wilderness Management",https://openalex.org/W4286216709,Outdoorification of sports and recreation: a leisure transformation under the COVID-19 pandemic in Sweden,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5007812618,Reza Mortazavi,Dalarna University,Economics and Econometrics,"Economics, Econometrics and Finance",Economic and Environmental Valuation,https://openalex.org/W2002146956,The right of public access in Sweden,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5062673179,Peter Fredman,Mid Sweden University,Social Psychology,Psychology,"Recreation, Leisure, Wilderness Management",https://openalex.org/W2129593291,Latent Demand and Time Contextual Constraints to Outdoor Recreation in Sweden,outgoing
https://openalex.org/W4213209390,https://openalex.org/A5007818101,Lara A. Jacobs,"Berkeley College; Clemson University; Kansas State University; Oregon State University; University of California, Berkeley",Social Psychology,Psychology,"Recreation, Leisure, Wilderness Management",https://openalex.org/W3091502300,"Responding to COVID-19 and future times of uncertainty: Challenges and opportunities associated with visitor use, management, and research in parks and protected areas",outgoing
https://openalex.org/W4213209390,https://openalex.org/A5007158891,Anderas S. Hansen,University of Gothenburg,Social Psychology,Psychology,Outdoor and Experiential Education,https://openalex.org/W2900363105,"The visitor: connecting health, wellbeing and the natural environment.",outgoing
https://openalex.org/W4213209390,https://openalex.org/A5101739569,A.E. van den Berg,University of Groningen,"Health, Toxicology and Mutagenesis",Environmental Science,Urban Green Space and Health,https://openalex.org/W2581206443,Health Benefits of Nature,outgoing
https://openalex.org/W3015498887,https://openalex.org/A5042304627,Jennifer Yick,"University of California, Davis",Computer Networks and Communications,Computer Science,Energy Efficient Wireless Sensor Networks,https://openalex.org/W2170239483,Wireless sensor network survey,outgoing
https://openalex.org/W3015498887,https://openalex.org/A5008187510,Andréa Zanella,University of Padua,Computer Networks and Communications,Computer Science,IoT and Edge/Fog Computing,https://openalex.org/W2058401212,Internet of Things for Smart Cities,outgoing
https://openalex.org/W3015498887,https://openalex.org/A5101963506,Konstantinos Christidis,North Carolina State University,Information Systems,Computer Science,Blockchain Technology Applications and Security,https://openalex.org/W2392113277,Blockchains and Smart Contracts for the Internet of Things,outgoing
https://openalex.org/W3015498887,https://openalex.org/A5032205015,Vito Albino,Instituto Politécnico Nacional,Media Technology,Engineering,Smart Cities and Technologies,https://openalex.org/W2026942921,"Smart Cities: Definitions, Dimensions, Performance, and Initiatives",outgoing
https://openalex.org/W3015498887,https://openalex.org/A5011948463,Andrea Caragliu,,Economics and Econometrics,"Economics, Econometrics and Finance",Regional Economics and Spatial Analysis,https://openalex.org/W1974963036,Smart Cities in Europe,outgoing
https://openalex.org/W3015498887,https://openalex.org/A5011220007,Daniel J. Fagnant,University of Utah,Automotive Engineering,Engineering,Transportation and Mobility Innovations,https://openalex.org/W316935178,"Preparing a nation for autonomous vehicles: opportunities, barriers and policy recommendations",outgoing
https://openalex.org/W3015498887,https://openalex.org/A5100643265,C. L. Philip Chen,University of Macau,Information Systems,Computer Science,Cloud Computing and Resource Management,https://openalex.org/W2109574129,"Data-intensive applications, challenges, techniques and technologies: A survey on Big Data",outgoing
https://openalex.org/W3015498887,https://openalex.org/A5038687811,Robert G. Hollands,,Media Technology,Engineering,Smart Cities and Technologies,https://openalex.org/W1866654974,Will the real smart city please stand up?,outgoing
